 1, [1],[[0, -5000, 0], [0, -5000, 0]]
 1, [0, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 61, [3, 0.5756981814835723, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 62, [3, 1.0712259745720707, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 63, [3, 1.4885581308731597, 3],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 64, [3, 1.8299722282757565, 4],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 65, [3, 2.098048670950021, 5],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 66, [3, 2.2956706893473693, 6],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 67, [3, 2.4260243402004655, 7],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 68, [3, 2.492598506523223, 8],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 69, [3, 2.499184897610804, 9],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 70, [3, 2.4498780490396204, 10],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 71, [3, 0.6345435747365255, 18],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 72, [3, 0.3164180065812176, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 73, [3, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 74, [4, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 75, [4, 0.6600865814912869, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 76, [4, 1.2329203819582484, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 77, [4, 1.720233070505093, 3],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 78, [4, 2.1240457267594577, 4],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 79, [4, 2.446668840872399, 5],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 80, [4, 2.6907023135184076, 6],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 81, [4, 2.8590354558953934, 7],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 82, [4, 2.9548469897246945, 8],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 83, [4, 2.9816050472510747, 9],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 84, [4, 2.9430671712427223, 10],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 85, [4, 0.421162043951597, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 86, [4, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 87, [5, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 88, [5, 0.709844802984945, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 89, [5, 1.3304214401607188, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 90, [5, 1.863190637762901, 3],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 91, [5, 2.309839918216025, 4],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 92, [5, 2.672283600133579, 5],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 93, [5, 2.9526627983180043, 6],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 94, [5, 3.1533454237606993, 7],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 95, [5, 3.2769261836420127, 8],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 96, [5, 3.3262265813312486, 9],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 97, [5, 3.304294916386666, 10],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 98, [5, 3.214406284555478, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 99, [5, 3.0600625777738535, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 100, [5, 0.5167006540086165, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 101, [5, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 102, [6, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 103, [6, 0.7341963929098286, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 104, [6, 1.3799642283922369, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 105, [6, 1.9386456315606317, 3],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 106, [6, 2.4117039814858483, 4],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 107, [6, 2.8007239111961426, 5],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 108, [6, 3.1074113076772023, 6],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 109, [6, 3.3335933118721397, 7],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 110, [6, 3.4812183186814902, 8],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 111, [6, 3.5523559769632187, 9],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 112, [6, 3.549197189532711, 10],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 113, [6, 3.4740541131627865, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 114, [6, 3.3293601585836843, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 115, [6, 3.117669990483071, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 116, [6, 0.5989477190727205, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 117, [6, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 118, [7, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 119, [7, 0.7408638021496666, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 120, [7, 1.3952083681866376, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 121, [7, 1.9645407782395237, 3],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 122, [7, 2.450348155258777, 4],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 123, [7, 2.854097665016679, 5],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 124, [7, 3.1772365161073566, 6],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 125, [7, 3.4211919599467704, 7],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 126, [7, 3.5873712907727184, 8],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 127, [7, 3.6771618456448354, 9],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 128, [7, 3.6919310044445917, 10],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 129, [7, 3.6330261898753, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 130, [7, 3.501774867462107, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 131, [7, 3.2994845455519957, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 132, [7, 3.0274427753137885, 14],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 133, [7, 0.6646294876386546, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 134, [7, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 135, [8, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 136, [8, 0.7360683855266354, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 137, [8, 1.3872380233988368, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 138, [8, 2.850789681045782, 5],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 139, [8, 3.1808566087001378, 6],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 140, [8, 3.4343279793429504, 7],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 141, [8, 3.612298661368564, 8],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 142, [8, 3.715674933259914, 9],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 143, [8, 3.74517448358852, 10],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 144, [8, 3.701326411014499, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 145, [8, 3.584471224286548, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 146, [8, 3.394760842241959, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 147, [8, 3.1321585938066105, 14],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 148, [8, 2.796439217994971, 15],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 149, [8, 2.3871888639100955, 16],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 150, [8, 1.9038050907436315, 17],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 151, [8, 1.3454968677758132, 18],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 152, [8, 0.7112845743754659, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 153, [8, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 154, [9, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 155, [9, 0.7245304018013599, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 156, [9, 1.3645619002048348, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 157, [9, 3.1334192811275368, 6],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 158, [9, 3.3879617530603428, 7],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 159, [9, 3.5701796574451787, 8],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 160, [9, 3.680788120078235, 9],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 161, [9, 3.7201268581331894, 10],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 162, [9, 3.6881601801612107, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 163, [9, 3.5844769860909516, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 164, [9, 3.4082907672285514, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 165, [9, 3.1584396062576405, 14],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 166, [9, 2.833386177239332, 15],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 167, [9, 2.4312177456122304, 16],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 168, [9, 1.9496461681924255, 17],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 169, [9, 1.386007893173494, 18],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 170, [9, 0.7372639601265024, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 171, [9, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 172, [10, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 173, [10, 0.7094690136729116, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 174, [10, 1.33311324710171, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 175, [10, 3.293827435739912, 7],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 176, [10, 3.472459171501986, 8],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 177, [10, 3.5832564207555384, 9],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 178, [10, 3.6265084679497663, 10],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 179, [10, 3.601934408155617, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 180, [10, 3.5086831470657773, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 181, [10, 3.3453334009946767, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 182, [10, 3.1098936968784923, 14],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 183, [10, 2.7998023722751384, 15],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 184, [10, 2.4119275753642775, 16],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 185, [10, 1.9425672649473147, 17],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 186, [10, 1.3874492104473954, 18],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 187, [10, 0.7417309919094133, 19],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 188, [10, 0.0, 20],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 189, [11, 0.0, 0],[1, 1, 1, 1, 1, 1],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 190, [11, 0.6926022877788108, 1],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 191, [11, 1.2962498549076256, 2],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 192, [11, 3.431696984333532, 9],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 193, [11, 3.472560761611901, 10],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 194, [11, 3.450257513097254, 11],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 195, [11, 3.3638439385580092, 12],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
 196, [11, 3.2116150178305594, 13],[0, 0, 0, 0, 0, 0],[[1, [1],[[0, -5000, 0], [0, -5000, 0]]]],[],0
